検索語句レポート
2026年4月1日 - 2026年5月15日
デバイス,検索語句,マッチタイプ,追加済み / 除外済み,キャンペーン,広告グループ,キーワード,クリック数,表示回数,クリック率,通貨コード,平均クリック単価,費用,キャンペーン タイプ,コンバージョン率,コンバージョン,コンバージョン単価
スマートフォン,共生 会計,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,秋元 学 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,狭山 市 確定 申告 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""確定 申告 相談""",1,3,33.33%,JPY,345,345,検索,0.00%,0.00,0
スマートフォン,橋本 勉 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,関根 豊 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,丸の内 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所 東京 一覧""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,長尾 税務署 確定 申告 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務署 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,横畑 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,久保 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,宮園 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 無料 相談 盛岡,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談 無料""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,クライ ノート 税務 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,金子 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 lien fort,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,小村 税務 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,塙 公認 会計士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""公認 会計士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,茂木 会計 事務 所 荻窪,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 事務 所 顧問,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[顧問 税理士],1,1,100.00%,JPY,666,666,検索,0.00%,0.00,0
タブレット,個人 事業 主 税理士,完全一致,追加済み,マイクロ法人LP(PC),マイクロ法人,[個人 事業 主 税理士],0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,確定 申告 税理士,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[税理士 確定 申告],0,9,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,マイン ライフ,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,アクタス 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
タブレット,愛媛 県 松山 市 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,尾藤 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,4,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,飛 悠 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 千代田 経営 会計 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,森川 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",1,4,25.00%,JPY,31,31,検索,0.00%,0.00,0
スマートフォン,税理士 無料 相談 札幌,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談 無料""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,奈良 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,加藤 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 さくら パートナーズ,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 事務 所 近く,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,関本 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 無料 相談 福岡 市,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""福岡 税理士""",3,2,150.00%,JPY,755,2266,検索,0.00%,0.00,0
スマートフォン,増田 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,奈良 市 税務署 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務署 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 木田,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,小林 公認 会計士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""公認 会計士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,東條 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,木南 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
タブレット,金山 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,川口 税務署 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務署 相談""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 ブレイク スルー,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,し る べ 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,阿久津 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,blue works 税理士 法人 レビュー,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税務署 無料 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務署 相談""",1,4,25.00%,JPY,166,166,検索,0.00%,0.00,0
スマートフォン,下崎 寛 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,フィン テ リックス 総合 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 東京""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,奥野 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,公認 会計士 税理士 甲田 拓也 事務 所 レビュー,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""公認 会計士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,新 都心 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,確定 申告 依頼 料,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[確定 申告 税理士 費用],0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,ライストン 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,8,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,ファースト ポイント 株式 会社,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 事務 所 グレイス,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,岡野 雄志 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,奥澤 誠 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 法人 ハンズオン,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,さくら 税理士 法人,フレーズ一致（類似パターン）,除外済み,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,ベリー ベスト 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 オーケー パートナー,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 法人 total,フレーズ一致（類似パターン）,除外済み,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,19,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,豊橋 税理士 無料 相談,完全一致,追加済み,マイクロ法人LP(PC),マイクロ法人,[豊橋 税理士 無料 相談],0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,中村 泰正 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,谷井 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,吉祥寺 合同 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 東京""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税 相談 無料,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[税金 相談 無料],0,4,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 アクタス,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,固定 資産 税 の 相談 窓口,完全一致,追加済み,マイクロ法人LP(PC),マイクロ法人,[固定 資産 税 の 相談 窓口],1,1,100.00%,JPY,651,651,検索,0.00%,0.00,0
スマートフォン,練馬 区 確定 申告 無料 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""無料 相談 確定 申告""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,船橋 市 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,山本 税理士 事務 所 成田,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",1,3,33.33%,JPY,74,74,検索,0.00%,0.00,0
スマートフォン,高田 馬場 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所 東京 一覧""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 事務 所 西 東京 市,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 東京""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,山崎 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税務 相談 チャット ボット,完全一致,追加済み,マイクロ法人LP(PC),マイクロ法人,[税務 相談 チャット ボット],0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,ベンチャー サポート 日本橋,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""ベンチャー サポート 税理士 法人""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,tks 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,河原 幸司 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,松葉 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 に 相談,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[税理士 相談],0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,井脇 隆行 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,尾谷 & パートナーズ,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 東京""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,顧問 税理士 個人 事業 主,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[個人 事業 主 税理士],0,4,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,大川 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
